stop_id,stop_name,stop_lat,stop_lon
302444,Creatol Mall,47.057036258627754,28.759567744338817
285446,sat. Gratiesti (str. Prieteniei),47.10625175846724,28.831901540998686
294470,Piata Dimitrie Cantemir,47.03349160304519,28.818973336638635
266198,mag. Pegas,47.050950635887446,28.820228907875297
284066,str. Straseni,47.057010580180965,28.797612399790843
266522,str. Albișoara,47.03836150036204,28.825904095448337
266573,str. Cucorilor,47.0611292847009,28.840474027184275
267768,str. Sarmisegetusa,46.99208319573665,28.866035452903198
266690,str. Pandurilor,46.99923278650778,28.873202183580865
265781,Asociaţia de producţie,46.9125238,28.9719526
266176,Mateevici,46.910079682036255,28.967375090457576
291687,str. Muncesti 801,46.92875874087943,28.96280944347382
284063,str. Perrecani,47.05872467832012,28.78902370628469
302413,Campusul Universitar,47.056491657081494,28.81754639214843
284846,Str. Luceafarul,47.08771521047198,28.83238437157389
266619,Str. Independenței,46.97924214671108,28.866598667790004
266459,Spitalul Clinic Republican,46.99524838566522,28.83245942948961
302414,str. Mircești 21,47.05871730604904,28.813700093436896
266848,Universitatea Agrară,47.0607336,28.8098276
302416,Universitatea Agrară,47.0600605802232,28.809781379660542
265963,or. Codru,46.94792576731079,28.836305777207457
266465,Institutul oncologic,46.99157454045437,28.82855934042375
284081,Or. Vatra Primaria,47.07406019264871,28.736044887034538
302445,Creator Mall,47.05762261347792,28.759280786350292
284062,sos. Balcani,47.05901718118748,28.78834242772972
284064,str. Tolbuhin,47.058022875625575,28.79228554029171
284082,or. Vatra (Baza Auto),47.07890821098261,28.728717086091304
302443,"or. Vatra, str. Mărțișorului",47.07549305792259,28.734127971467938
266667,str. Moldovița,47.05536597274089,28.84096207684844
268661,Str-la. Studentilor,47.06225842498615,28.84879410942824
266145,La fîntînă,46.963886534558725,28.91933080830444
281628,str. Bacioii Noi,46.953587591947326,28.9229470867969
281629,str. Bacioii Noi,46.952983727251684,28.920892856045874
291753,or. Singera str. Miorita,46.91808976356694,28.98034036328505
266365,Primăria Sângera,46.917106,28.9737676
265782,Asociaţia de producţie,46.912632,28.9716822
266001,Dealul Leului,46.909269577319165,28.961162489404497
291688,str. Viilor,46.92358211434511,28.967959309285575
281637,Cartierul Codru,46.939235039194315,28.946721553802494
266018,sat. Dobrogea,46.88345262416668,28.983736079609894
266144,La fîntînă,46.96349489304747,28.92034471288485
266366,Primăria Sângera,46.9170474,28.9734511
281636,str. Muncesti 810,46.9365026079005,28.9513510465622
266922,Cartierul Codru,46.9386812,28.9481175
281635,Scoala Profesionala Nr.4,46.941857456054514,28.94260168075562
291990,Biserica,46.88681472117475,28.991122775929984
267861,str. Doina 150,47.065386186744156,28.83368796740193
285448,sat. Gratiesti (str. Prieteniei),47.1063830839056,28.832159024614715
265770,"Asociaţia ""Carmez""",46.9912235153238,28.883233690078224
291690,or. Singera Centru,46.91960316544443,28.97202548661102
266784,sat. Sângera,46.90593822471759,28.953051540884594
291689,str. Viilor,46.92334762627632,28.968608379364017
281638,str. Muncesti 810,46.936729705358275,28.951458334922794
291978,Baza petroliera,46.910962747235565,29.014120061371756
291979,Baza petroliera,46.91138771663479,29.01408792218001
291986,Marketul,46.892951748141066,29.01401817629626
291988,Cartier Locativ,46.89045524025221,28.99505494842176
266574,str. Căuşeni,46.99652907489231,28.876292069777413
266260,Parcul de Troleibuze nr. 2,46.98863646458358,28.886484419252387
291976,baza cu aprovizionare cu produse de metal,46.91410025413414,29.004695590032505
291989,Cartier Locativ,46.890289447743406,28.995043668687053
266695,str. Paul Gore,46.985284434886715,28.892192268187962
291683,str. Gradina Botanica,46.98000319792573,28.901918177759438
291752,or. Singera str. Chisinau,46.91854420882545,28.97427320480347
281634,Scoala Profesionala Nr.4,46.94130441514197,28.943030834198
281632,Autoservice,46.94572498852489,28.935493771100326
266023,Drumul spre Aerogara,46.94898427721718,28.93181916164868
291977,baza cu aprovizionare cu produse de metal,46.913814554447114,29.003917913335904
281633,Autoservice,46.94603987188219,28.93533289432526
266022,Drumul spre Aerogara,46.948738981316104,28.931679695229267
266800,sat. Singera (REVACA),46.908620886474935,28.943352733077234
291685,"Zona Libera""Expo-Business""",46.9308944603023,28.95932793617249
265771,"Asociaţia ""Carmez""",46.99047710095096,28.883673532644632
291682,str. Albita,46.98244111504864,28.89729904206374
291969,"or Sîngera, str. Miorița",46.917426854597494,28.981241392868508
266175,Mateevici,46.910024680130604,28.967718368429825
266785,sat. Sângera,46.9060079,28.9528316
291686,str. Muncesti 801,46.92852802670105,28.96361403773843
291684,"Zona Libera""Expo-Business""",46.93131573280816,28.959692716598514
291987,Marketul,46.89277938344305,29.013610467851976
302706,str. Tineretului (TOC),46.90299884363012,28.98700834250047
267769,bd. Cuza-Voda,46.987933990874815,28.869339903991833
266575,str. Căușeni,46.997191340810446,28.875229910782856
284085,Asociatia Cerealiere,47.02026913260325,28.869146734246552
266261,Parcul de Troleibuze nr. 2,46.98823776726618,28.887203248733567
266419,s. Bîc,46.96890918705734,28.91424535353119
265785,"Asociația ""Beton Armat""",47.00547402346656,28.88659722580944
266767,Strada Băcioii Noi,46.957065736597485,28.925719839472197
266002,Dealul Leului,46.9093832,28.9605819
291991,Biserica,46.88696858456652,28.991412512804196
266017,sat. Dobrogea,46.88332796555768,28.98378435261269
291467,Rascrucea spre Chisinau,46.91382464247387,28.864758610725406
265772,"Asociaţia ""Cerealiere""",47.0189161727493,28.86980126253097
291470,sat. Bacioi Gradinita de copii,46.913817313631455,28.871018886566166
265753,str. Chisinau,46.91196308429817,28.8836145401001
265769,"Asociatia ""Vitanta""",46.99709605461987,28.89949312368033
266622,"Asociatia ""MACON""",46.994791025330336,28.90566224328165
265784,"Asociația ""Agromașina""",47.009033003168135,28.879279977110524
266774,sat. Străisteni,46.909218267380574,28.861121535301212
291466,Rascrucea spre Bacioi,46.91490563575249,28.86469960212708
291469,sat. Bacioi str. sf. Gheorghe,46.913340936725014,28.875777125358585
265881,"sat. Bacioi, str. Hlobeni",46.907876957252135,28.90315175056458
291473,sat. Bacioi Gradinita de copii,46.9140151920247,28.870793581008915
266021,str. Puhoi,46.95676177090294,28.864769339561466
265813,str. Independentei,46.97894942338513,28.854593038558964
265754,sat. Bacioi centru,46.91022239561612,28.89066338539124
265882,"sat. Bacioi, str. Hlobeni",46.90764973745773,28.90334486961365
291468,sat. Bacioi str. sf. Gheorghe,46.913150384776756,28.875997066497806
265756,str. Chisinau,46.91216463407247,28.88338923454285
266054,Frumuşica,46.89908064930391,28.89165580272675
266055,Frumuşica,46.899175950373206,28.89185965061188
291464,str. Nufarul,46.96532163565497,28.858299851417545
291463,str. Nufarul,46.96486768235148,28.858525156974796
266252,bd. Decebal,47.0082643,28.8598838
265755,sat Bacioi centru,46.91050823890027,28.890223503112797
266105,Centru Hidrotehnica,47.0075235,28.8600921
266858,str. Studentilor,47.0593991,28.86768
266442,str. Sihastrului,46.9964113,28.8014944
266724,Bd. Moscova (str. Studenților),47.058512691275745,28.86739790439606
266644,str. M. Lermontov,46.9999783,28.7800054
266645,str. M. Lermontov,47.000327,28.7797425
266430,str. Sihastrului,46.995716,28.8009761
266363,Primăria Durleşti,47.0188501083555,28.76580119132996
266758,str. Ştefan-Vodă,47.0265654,28.7718238
266806,Testemiţanu,47.01830517780513,28.7550562620163
265944,"str. Doina (Cimitirul ""Sf. Lazăr"")",47.068823,28.8323003
266804,sat. Hulboaca,47.12149757294035,28.793454766273502
265945,"str. Doina (Cimitirul ""Sf. Lazăr"")",47.06862012375026,28.832164406776428
